Sample	Plate	Well	Experiment	Time	Treatment	Replicate	CellNumID	WellType	TimeTreatment	Unmapped	Uniquely_mapped	Multimapped	Unpaired_total	Mapping_rate	Total_reads	Uniquely_mapped_rate	Assigned	Assigned_rate_total	Assigned_rate_uniqmap	perc_protein_coding	nr_protein_coding	perc_lncRNA	nr_lncRNA	perc_rRNA	nr_rRNA	perc_mitochondrial	nr_mitochondrial	assigned_reads	ngenes	coverage_ngenes_th
C187_F1_Martello_Polo_Day6_E8_D_61	C187	F1	experiment_2	DAY6	E8	D	61	SC	Day6_E8	17414	149570	60343	227327	92.34	227327	65.8	97135	42.73	64.94	38.49	37387	1.26	1224	58.05	56384	60.1	58378	97135	5679	1
C187_F10_Martello_Polo_Day6_E8_D_70	C187	F10	experiment_2	DAY6	E8	D	70	SC	Day6_E8	19958	162232	106909	289099	93.1	289099	56.12	78435	27.13	48.35	47.78	37479	3.12	2444	45.42	35622	47.5	37257	78435	7897	1
C187_F11_Martello_Polo_Day6_E8_D_71	C187	F11	experiment_2	DAY6	E8	D	71	SC	Day6_E8	11899	89632	73590	175121	93.21	175121	51.18	42373	24.2	47.27	47.43	20097	3.87	1641	44.93	19037	47.97	20328	42373	5966	1
C187_F12_Martello_Polo_Day6_E8_D_72	C187	F12	experiment_2	DAY6	E8	D	72	SC	Day6_E8	40220	511788	193516	745524	94.61	745524	68.65	320902	43.04	62.7	51.26	164499	1.6	5139	44.93	144187	46.97	150735	320902	8914	1
C187_F2_Martello_Polo_Day6_E8_D_62	C187	F2	experiment_2	DAY6	E8	D	62	SC	Day6_E8	11943	163317	89366	264626	95.49	264626	61.72	103321	39.04	63.26	42.81	44231	1.86	1923	53.28	55053	55.3	57141	103321	7369	1
C187_F3_Martello_Polo_Day6_E8_D_63	C187	F3	experiment_2	DAY6	E8	D	63	SC	Day6_E8	13399	130384	108917	252700	94.7	252700	51.6	70758	28	54.27	66.73	47216	3.7	2620	26.04	18422	28	19810	70758	8108	1
C187_F4_Martello_Polo_Day6_E8_D_64	C187	F4	experiment_2	DAY6	E8	D	64	SC	Day6_E8	133	336	68	537	75.23	537	62.57	36	6.7	10.71	58.33	21	13.89	5	16.67	6	16.67	6	36	31	1
C187_F5_Martello_Polo_Day6_E8_D_65	C187	F5	experiment_2	DAY6	E8	D	65	SC	Day6_E8	8077	84751	83709	176537	95.42	176537	48.01	44101	24.98	52.04	57.05	25159	3.54	1563	35.4	15613	39.09	17241	44101	6536	1
C187_F6_Martello_Polo_Day6_E8_D_66	C187	F6	experiment_2	DAY6	E8	D	66	SC	Day6_E8	21	70	41	132	84.09	132	53.03	24	18.18	34.29	62.5	15	0	0	33.33	8	33.33	8	24	17	1
C187_F7_Martello_Polo_Day6_E8_D_67	C187	F7	experiment_2	DAY6	E8	D	67	SC	Day6_E8	12543	86689	88322	187554	93.31	187554	46.22	44917	23.95	51.81	55.17	24780	3.88	1744	36.99	16616	39.24	17626	44917	6272	1
C187_F8_Martello_Polo_Day6_E8_D_68	C187	F8	experiment_2	DAY6	E8	D	68	SC	Day6_E8	40477	285482	319835	645794	93.73	645794	44.21	135308	20.95	47.4	70.68	95639	4.72	6384	19.39	26230	21.47	29055	135308	10061	1
C187_F9_Martello_Polo_Day6_E8_D_69	C187	F9	experiment_2	DAY6	E8	D	69	SC	Day6_E8	4152	48602	42833	95587	95.66	95587	50.85	24360	25.48	50.12	53.12	12939	3.62	883	39.45	9611	42.68	10398	24360	4584	1
C187_G1_Martello_Polo_Day6_E8_D_73	C187	G1	experiment_2	DAY6	E8	D	73	SC	Day6_E8	37172	127754	63276	228202	83.71	228202	55.98	79934	35.03	62.57	49	39170	1.89	1511	46.05	36806	48.04	38403	79934	6167	1
C187_G10_Martello_Polo_Day6_E8_D_82	C187	G10	experiment_2	DAY6	E8	D	82	SC	Day6_E8	13409	109088	97211	219708	93.9	219708	49.65	50526	23	46.32	60.29	30460	4.04	2039	31.33	15830	33.49	16922	50526	7024	1
C187_G11_Martello_Polo_Day6_E8_D_83	C187	G11	experiment_2	DAY6	E8	D	83	SC	Day6_E8	11803	80622	67436	159861	92.62	159861	50.43	38840	24.3	48.18	50.16	19482	3.39	1316	42.42	16477	44.77	17389	38840	5800	1
C187_G12_Martello_Polo_Day6_E8_D_84	C187	G12	experiment_2	DAY6	E8	D	84	SC	Day6_E8	12412	136460	77615	226487	94.52	226487	60.25	73208	32.32	53.65	46.31	33904	2.65	1938	48.29	35350	50.64	37071	73208	6954	1
C187_G2_Martello_Polo_Day6_E8_D_74	C187	G2	experiment_2	DAY6	E8	D	74	SC	Day6_E8	9038	157673	109657	276368	96.73	276368	57.05	101767	36.82	64.54	44.09	44873	1.94	1976	51.89	52810	54.04	54998	101767	7334	1
C187_G3_Martello_Polo_Day6_E8_D_75	C187	G3	experiment_2	DAY6	E8	D	75	SC	Day6_E8	6829	64684	60067	131580	94.81	131580	49.16	33818	25.7	52.28	57.32	19383	3.32	1124	35.69	12068	38.28	12946	33818	5755	1
C187_G4_Martello_Polo_Day6_E8_D_76	C187	G4	experiment_2	DAY6	E8	D	76	SC	Day6_E8	9078	73536	65032	147646	93.85	147646	49.81	35321	23.92	48.03	64.87	22911	3.86	1363	27.16	9592	29.81	10528	35321	6219	1
C187_G5_Martello_Polo_Day6_E8_D_77	C187	G5	experiment_2	DAY6	E8	D	77	SC	Day6_E8	11409	107239	90627	209275	94.55	209275	51.24	57103	27.29	53.25	48.73	27828	3.08	1758	44.65	25496	46.91	26789	57103	6694	1
C187_G6_Martello_Polo_Day6_E8_D_78	C187	G6	experiment_2	DAY6	E8	D	78	SC	Day6_E8	7905	43584	48210	99699	92.07	99699	43.72	17098	17.15	39.23	69.49	11882	5.64	964	18.46	3157	20.11	3439	17098	4468	1
C187_G7_Martello_Polo_Day6_E8_D_79	C187	G7	experiment_2	DAY6	E8	D	79	SC	Day6_E8	302	1284	1087	2673	88.7	2673	48.04	531	19.87	41.36	55.56	295	2.64	14	36.91	196	39.74	211	531	284	1
C187_G8_Martello_Polo_Day6_E8_D_80	C187	G8	experiment_2	DAY6	E8	D	80	SC	Day6_E8	12154	127008	108325	247487	95.09	247487	51.32	68279	27.59	53.76	43.95	30007	3.08	2104	50.02	34152	51.96	35479	68279	6931	1
C187_G9_Martello_Polo_Day6_E8_D_81	C187	G9	experiment_2	DAY6	E8	D	81	SC	Day6_E8	8556	80500	81349	170405	94.98	170405	47.24	39402	23.12	48.95	57.68	22726	4.2	1653	34.25	13495	36.46	14366	39402	6001	1
C187_H1_Martello_Polo_Day6_E8_D_85	C187	H1	experiment_2	DAY6	E8	D	85	SC	Day6_E8	411	6220	3502	10133	95.94	10133	61.38	3978	39.26	63.95	44.8	1782	1.48	59	51.51	2049	53.82	2141	3978	1144	1
C187_H10_Martello_Polo_Day6_E8_D_94	C187	H10	experiment_2	DAY6	E8	D	94	SC	Day6_E8	2252	21953	11397	35602	93.67	35602	61.66	10632	29.86	48.43	39.64	4214	2.64	281	55.49	5900	59.84	6362	10632	2183	1
C187_H11_Martello_Polo_Day6_E8_D_95	C187	H11	experiment_2	DAY6	E8	D	95	SC	Day6_E8	7798	68469	24606	100873	92.27	100873	67.88	37367	37.04	54.58	52.73	19705	2.18	814	43.11	16110	44.61	16669	37367	4262	1
C187_H12_Martello_Polo_Day6_E8_D_96_MINIBULK	C187	H12	experiment_2	DAY6	E8	D	96	MINIBULK	Day6_E8	661	4003	2053	6717	90.16	6717	59.6	1603	23.86	40.04	74.42	1193	3.81	61	15.47	248	19.28	309	1603	840	1
C187_H2_Martello_Polo_Day6_E8_D_86	C187	H2	experiment_2	DAY6	E8	D	86	SC	Day6_E8	36233	29139	34031	99403	63.55	99403	29.31	14910	15	51.17	31.26	4661	2.51	374	63.04	9400	64.51	9619	14910	2379	1
C187_H3_Martello_Polo_Day6_E8_D_87	C187	H3	experiment_2	DAY6	E8	D	87	SC	Day6_E8	20717	129900	79096	229713	90.98	229713	56.55	85071	37.03	65.49	54.67	46505	2.01	1711	39.87	33917	45.23	38481	85071	7190	1
C187_H4_Martello_Polo_Day6_E8_D_88	C187	H4	experiment_2	DAY6	E8	D	88	SC	Day6_E8	6240	118254	61848	186342	96.65	186342	63.46	77219	41.44	65.3	43.4	33512	1.55	1196	53.08	40991	55.35	42737	77219	6098	1
C187_H5_Martello_Polo_Day6_E8_D_89	C187	H5	experiment_2	DAY6	E8	D	89	SC	Day6_E8	9240	99318	120146	228704	95.96	228704	43.43	42478	18.57	42.77	18.49	7856	5.29	2245	74.56	31671	74.81	31779	42478	2769	1
C187_H6_Martello_Polo_Day6_E8_D_90	C187	H6	experiment_2	DAY6	E8	D	90	SC	Day6_E8	15576	227128	148298	391002	96.02	391002	58.09	160038	40.93	70.46	11.34	18141	1.38	2212	86.5	138436	86.76	138852	160038	3056	1
C187_H7_Martello_Polo_Day6_E8_D_91	C187	H7	experiment_2	DAY6	E8	D	91	SC	Day6_E8	6225	128469	72955	207649	97	207649	61.87	77484	37.31	60.31	45.21	35034	1.94	1502	50.58	39193	53.5	41456	77484	6478	1
C187_H8_Martello_Polo_Day6_E8_D_92	C187	H8	experiment_2	DAY6	E8	D	92	SC	Day6_E8	4762	25816	6236	36814	87.06	36814	70.13	5397	14.66	20.91	71.34	3850	5.1	275	18.97	1024	20.46	1104	5397	2350	1
C187_H9_Martello_Polo_Day6_E8_D_93	C187	H9	experiment_2	DAY6	E8	D	93	SC	Day6_E8	1494	21849	15354	38697	96.14	38697	56.46	11089	28.66	50.75	48.62	5392	2.98	331	45.29	5022	49.16	5451	11089	2563	1
